TRACK_ID,First_Last_Timestamps,Frames,"X-110,Y-110","X-100,Y-100","X-90,Y-90","X-80,Y-80","X-70,Y-70","X-60,Y-60","X-50,Y-50","X-40,Y-40","X-30,Y-30","X-20,Y-20","X-10,Y-10","X,Y","X+10,Y+10","X+20,Y+20","X+30,Y+30","X+40,Y+40","X+50,Y+50",STATUS-110,STATUS-100,STATUS-90,STATUS-80,STATUS-70,STATUS-60,STATUS-50,STATUS-40,STATUS-30,STATUS-20,STATUS-10,STATUS,STATUS+10,STATUS+20,STATUS+30,STATUS+40,STATUS+50
127,"(118.118, 124.457667)",783_frame3680.jpg,"(538886.51, 4814007.22)","(538886.61, 4814008.56)","(538886.73, 4814009.89)","(538886.88, 4814011.22)","(538887.04, 4814012.55)","(538887.24, 4814013.86)","(538887.45, 4814015.14)","(538887.69, 4814016.37)","(538887.95, 4814017.58)","(538888.23, 4814018.76)","(538888.53, 4814019.92)","(538888.84, 4814021.07)","(538889.17, 4814022.2)","(538889.52, 4814023.32)","(538889.87, 4814024.44)","(538890.23, 4814025.56)","(538890.6, 4814026.68)","(14.4598, -0.0202, 0.1533, 1.5024)","(14.4511, 0.0013, 0.1856, 1.4881)","(14.4553, 0.0012, 0.2079, 1.4717)","(14.4378, -0.0488, 0.2219, 1.4539)","(14.3204, -0.1452, 0.2345, 1.4339)","(14.0894, -0.2334, 0.2468, 1.4147)","(13.7861, -0.2593, 0.253, 1.3932)","(13.481, -0.2402, 0.2479, 1.3699)","(13.2242, -0.1838, 0.2315, 1.3494)","(13.031, -0.1433, 0.2084, 1.3292)","(12.8794, -0.1089, 0.1842, 1.311)","(12.7692, -0.0745, 0.1591, 1.2948)","(12.7004, -0.0401, 0.1329, 1.2805)","(12.6728, -0.0057, 0.1056, 1.2699)","(12.6866, 0.0287, 0.077, 1.2615)","(12.7411, 0.0535, 0.0472, 1.2558)","(12.7749, 0.0661, 0.032, 1.2528)"
156,"(147.814333, 154.154)",783_frame4570.jpg,"(538867.79, 4814031.69)","(538863.46, 4814029.43)","(538859.09, 4814027.17)","(538854.72, 4814024.88)","(538850.32, 4814022.59)","(538845.93, 4814020.33)","(538841.58, 4814018.13)","(538837.19, 4814015.92)","(538832.65, 4814013.64)","(538828.01, 4814011.3)","(538823.26, 4814008.89)","(538818.4, 4814006.4)","(538813.42, 4814003.86)","(538808.37, 4814001.31)","(538803.21, 4813998.73)","(538797.99, 4813996.11)","(538793.07, 4813993.52)","(51.3093, 1.5252, 0.1576, 3.6229)","(52.6363, 0.7255, 0.0367, 3.6209)","(53.1725, 0.2355, -0.0032, 3.6221)","(53.3095, 0.041, 0.0649, 3.6227)","(53.2628, -0.1622, 0.1819, 3.6196)","(53.0246, -0.1197, 0.212, 3.6134)","(53.1586, 0.4083, 0.14, 3.6085)","(54.0057, 0.9664, 0.0185, 3.6069)","(55.3627, 1.2135, -0.066, 3.6081)","(56.798, 1.1657, -0.1073, 3.6102)","(58.1978, 1.1649, -0.0746, 3.6128)","(59.5231, 0.9856, 0.0297, 3.6144)","(60.6341, 0.9857, 0.1671, 3.6123)","(61.7484, 0.7149, 0.1048, 3.6066)","(62.0853, -0.3013, -0.2598, 3.6043)","(60.3423, -2.3319, -0.7065, 3.6139)","(59.0737, -3.821, -0.9789, 3.6397)"
160,"(152.485667, 158.491667)",783_frame4700.jpg,"(538869.26, 4814036.07)","(538864.69, 4814033.8)","(538860.03, 4814031.46)","(538855.33, 4814029.11)","(538850.6, 4814026.76)","(538845.85, 4814024.4)","(538841.16, 4814022.06)","(538836.6, 4814019.78)","(538832.03, 4814017.5)","(538827.29, 4814015.17)","(538822.39, 4814012.79)","(538817.38, 4814010.37)","(538812.3, 4814007.91)","(538807.12, 4814005.38)","(538801.97, 4814002.8)","(538796.94, 4814000.21)","(538791.99, 4813997.59)","(54.2365, 1.0328, -0.1616, 3.6008)","(55.4863, 0.9224, -0.1055, 3.6052)","(56.3546, 0.5502, 0.0077, 3.6063)","(56.8403, 0.2587, 0.0644, 3.6044)","(56.9681, -0.0551, 0.0317, 3.6022)","(56.6323, -0.533, -0.047, 3.6025)","(55.8574, -0.5838, -0.0397, 3.6051)","(55.5135, 0.1512, 0.0722, 3.6059)","(56.2557, 1.0276, 0.2056, 3.6023)","(57.7767, 1.3572, 0.2203, 3.5956)","(59.2852, 1.1231, 0.1133, 3.5914)","(60.5169, 0.9497, -0.0702, 3.5909)","(61.4744, 0.5839, -0.2593, 3.594)","(61.8491, 0.0182, -0.4469, 3.6009)","(61.5109, -0.4942, -0.5141, 3.6117)","(60.8588, -0.4945, -0.4158, 3.6233)","(60.4959, -0.2543, -0.3124, 3.6295)"
174,"(175.842333, 181.181)",783_frame5380.jpg,"(538856.16, 4813987.88)","(538855.15, 4813989.19)","(538854.16, 4813990.56)","(538852.87, 4813992.43)","(538851.19, 4813995.02)","(538849.34, 4813997.9)","(538847.57, 4814000.67)","(538845.87, 4814003.31)","(538844.12, 4814006.01)","(538842.24, 4814008.9)","(538840.26, 4814011.93)","(538838.21, 4814015.08)","(538836.07, 4814018.33)","(538833.85, 4814021.68)","(538831.54, 4814025.1)","(538829.12, 4814028.62)","(538826.64, 4814032.2)","(17.7331, -0.1963, 0.3266, 2.2257)","(18.9835, 2.0391, 0.4088, 2.2118)","(22.4878, 4.1919, 0.4895, 2.188)","(28.537, 5.1673, 0.4354, 2.1598)","(33.7849, 3.0024, 0.2624, 2.1438)","(35.5389, 0.2259, 0.0532, 2.1393)","(35.0492, -0.6031, -0.0559, 2.1416)","(34.8066, 0.4547, -0.0721, 2.1449)","(36.0766, 1.4126, -0.0487, 2.1469)","(37.9655, 1.6117, -0.0378, 2.1478)","(39.7518, 1.338, -0.0486, 2.1489)","(41.2579, 1.2012, -0.0935, 2.1507)","(42.6379, 1.0888, -0.1679, 2.1539)","(43.9644, 1.1637, -0.2502, 2.1598)","(45.3205, 1.0075, -0.2698, 2.1681)","(46.2471, 0.5609, -0.2098, 2.1755)","(46.7753, 0.2245, -0.1533, 2.1795)"
176,"(179.179, 185.518667)",783_frame5510.jpg,"(538816.45, 4814026.12)","(538817.8, 4814024.16)","(538819.32, 4814021.93)","(538820.92, 4814019.61)","(538822.63, 4814017.11)","(538824.41, 4814014.56)","(538826.15, 4814012.09)","(538827.89, 4814009.65)","(538829.68, 4814007.11)","(538831.58, 4814004.36)","(538833.54, 4814001.47)","(538835.57, 4813998.43)","(538837.73, 4813995.18)","(538839.95, 4813991.82)","(538842.1, 4813988.55)","(538844.18, 4813985.38)","(538846.25, 4813982.22)","(22.2455, 4.1458, 0.1861, 5.3237)","(26.7347, 3.0856, 0.1099, 5.3146)","(29.6858, 1.9839, 0.0122, 5.3122)","(31.5785, 1.2039, -0.0704, 5.3133)","(32.661, 0.5854, -0.1435, 5.3173)","(32.9097, -0.1088, -0.1494, 5.3239)","(32.7391, 0.0431, -0.0623, 5.33)","(33.2989, 0.9129, 0.1099, 5.3296)","(34.8203, 1.5154, 0.2304, 5.3218)","(36.7649, 1.6175, 0.2524, 5.3116)","(38.7176, 1.697, 0.1882, 5.3045)","(40.7573, 1.5632, 0.1245, 5.3002)","(42.2336, 0.7563, 0.0884, 5.2975)","(42.493, -0.3143, 0.0693, 5.2952)","(41.7318, -0.717, 0.0496, 5.2936)","(41.0049, -0.4984, 0.0326, 5.2924)","(40.7069, 0.0524, 0.0208, 5.292)"
180,"(181.514667, 187.854333)",783_frame5580.jpg,"(538818.61, 4814022.86)","(538820.32, 4814020.42)","(538822.07, 4814017.93)","(538823.85, 4814015.43)","(538825.67, 4814012.88)","(538827.49, 4814010.28)","(538829.3, 4814007.61)","(538831.11, 4814004.9)","(538832.92, 4814002.18)","(538834.73, 4813999.45)","(538836.54, 4813996.7)","(538838.36, 4813993.92)","(538840.21, 4813991.1)","(538842.0, 4813988.39)","(538843.65, 4813985.92)","(538845.22, 4813983.61)","(538846.49, 4813981.76)","(30.3056, 2.0747, -0.0188, 5.3206)","(32.1661, 1.0642, -0.1106, 5.3233)","(33.0236, 0.4679, -0.0992, 5.3297)","(33.4643, 0.3686, 0.0367, 5.3331)","(34.0151, 0.4758, 0.2247, 5.3279)","(34.5217, 0.3698, 0.2965, 5.3156)","(34.9017, 0.265, 0.2372, 5.3047)","(35.1631, 0.1615, 0.1184, 5.2991)","(35.3069, 0.0922, 0.0553, 5.2975)","(35.4397, 0.2138, 0.0504, 5.2963)","(35.7992, 0.2892, 0.0451, 5.294)","(35.9494, -0.1482, -0.0052, 5.2922)","(35.2605, -1.0824, -0.0978, 5.2939)","(33.438, -1.7216, -0.1571, 5.2992)","(31.3689, -3.4906, -0.153, 5.3069)","(27.8879, -4.6721, -0.1059, 5.3115)","(26.023, -6.5283, -0.0615, 5.313)"
181,"(181.514667, 186.853333)",783_frame5550.jpg,"(538818.53, 4814029.29)","(538819.64, 4814027.62)","(538820.84, 4814025.82)","(538822.25, 4814023.74)","(538823.83, 4814021.43)","(538825.53, 4814019.0)","(538827.32, 4814016.49)","(538829.21, 4814013.88)","(538831.21, 4814011.09)","(538833.33, 4814008.08)","(538835.53, 4814004.89)","(538837.74, 4814001.61)","(538839.99, 4813998.2)","(538842.27, 4813994.77)","(538844.56, 4813991.45)","(538846.92, 4813988.07)","(538848.92, 4813985.01)","(22.0289, 0.5042, -0.0545, 5.296)","(23.0916, 1.3999, -0.0771, 5.2988)","(25.39, 2.3549, -0.1234, 5.3035)","(28.3893, 2.4185, -0.1793, 5.3102)","(30.8743, 1.6822, -0.2336, 5.3178)","(32.5946, 1.29, -0.2155, 5.3283)","(34.1352, 1.3697, -0.1043, 5.3363)","(36.0594, 1.8377, 0.0802, 5.337)","(38.3785, 1.9245, 0.2372, 5.3307)","(40.509, 1.5453, 0.3491, 5.3212)","(42.175, 1.2322, 0.3606, 5.3103)","(43.3682, 0.7129, 0.1808, 5.2991)","(43.8431, 0.2533, -0.1477, 5.2963)","(44.1897, 0.1032, -0.3192, 5.3074)","(43.5766, -1.3362, 0.0412, 5.3215)","(39.8122, -4.3044, 1.2996, 5.3119)","(37.7261, -6.8241, 2.0498, 5.2484)"
184,"(184.517667, 190.857333)",783_frame5670.jpg,"(538817.65, 4814024.46)","(538819.3, 4814022.17)","(538821.01, 4814019.73)","(538822.77, 4814017.26)","(538824.58, 4814014.75)","(538826.42, 4814012.18)","(538828.23, 4814009.61)","(538830.01, 4814007.02)","(538831.78, 4814004.39)","(538833.6, 4814001.71)","(538835.43, 4813998.97)","(538837.28, 4813996.2)","(538839.15, 4813993.33)","(538841.04, 4813990.41)","(538842.82, 4813987.67)","(538844.44, 4813985.23)","(538845.99, 4813982.93)","(28.9682, 1.783, 0.2771, 5.3406)","(30.9846, 1.4115, 0.1464, 5.3301)","(32.3152, 0.8631, -0.0321, 5.3285)","(33.1222, 0.513, -0.064, 5.3339)","(33.6071, 0.321, 0.0563, 5.3362)","(33.8915, 0.1212, 0.2168, 5.3303)","(33.9695, 0.071, 0.2598, 5.3188)","(34.1625, 0.2803, 0.1761, 5.3099)","(34.6257, 0.4533, 0.0879, 5.3064)","(35.1987, 0.4657, 0.0852, 5.3055)","(35.7812, 0.5867, 0.1584, 5.3016)","(36.5255, 0.5271, 0.1764, 5.2943)","(36.8101, -0.2001, 0.0894, 5.288)","(35.8286, -1.4863, -0.0716, 5.2875)","(33.5169, -1.9296, -0.1656, 5.2936)","(30.3106, -3.0857, -0.1583, 5.3022)","(28.7432, -3.0077, -0.1177, 5.3062)"
188,"(187.520667, 193.193)",783_frame5740.jpg,"(538815.61, 4814027.08)","(538817.27, 4814024.63)","(538819.14, 4814021.96)","(538821.2, 4814019.06)","(538823.32, 4814016.13)","(538825.41, 4814013.25)","(538827.5, 4814010.37)","(538829.58, 4814007.5)","(538831.61, 4814004.63)","(538833.61, 4814001.75)","(538835.58, 4813998.83)","(538837.55, 4813995.83)","(538839.49, 4813992.83)","(538841.33, 4813989.96)","(538843.12, 4813987.18)","(538844.81, 4813984.6)","(538846.22, 4813982.48)","(30.6954, 2.9763, -0.1879, 5.3068)","(33.8547, 1.9747, -0.2648, 5.3164)","(36.4408, 1.961, -0.2631, 5.327)","(38.1827, 0.8913, -0.1968, 5.3346)","(38.6599, 0.0285, -0.102, 5.3391)","(38.458, -0.2419, -0.001, 5.341)","(38.2607, -0.1046, 0.111, 5.3394)","(38.0875, -0.1601, 0.2228, 5.334)","(37.9293, -0.0676, 0.3279, 5.3251)","(38.0345, 0.2447, 0.3965, 5.3131)","(38.3619, 0.1874, 0.3701, 5.299)","(38.2989, -0.3558, 0.2468, 5.2879)","(37.5713, -0.8603, 0.0731, 5.2834)","(36.1857, -1.4387, -0.0584, 5.2845)","(34.0148, -2.8047, -0.1559, 5.2882)","(31.3181, -3.7022, -0.1766, 5.2953)","(29.1393, -4.8781, -0.2022, 5.3001)"
192,"(190.19, 195.528667)",783_frame5810.jpg,"(538816.93, 4814031.71)","(538819.23, 4814028.37)","(538821.83, 4814024.63)","(538824.43, 4814020.95)","(538827.01, 4814017.35)","(538829.56, 4814013.8)","(538832.0, 4814010.31)","(538834.33, 4814006.88)","(538836.55, 4814003.53)","(538838.67, 4814000.3)","(538840.72, 4813997.18)","(538842.67, 4813994.22)","(538844.54, 4813991.39)","(538846.33, 4813988.68)","(538847.87, 4813986.38)","(538848.9, 4813984.88)","(538849.65, 4813983.82)","(45.4458, 5.8604, -0.0985, 5.3162)","(46.8031, 3.385, -0.1772, 5.3177)","(48.5841, 1.5804, -0.2531, 5.3229)","(48.2269, -0.5686, -0.205, 5.3315)","(47.4105, -0.762, 0.0317, 5.3362)","(46.4628, -0.859, 0.3428, 5.3309)","(45.3088, -1.0486, 0.4708, 5.3159)","(43.967, -1.1587, 0.383, 5.302)","(42.5414, -1.2439, 0.1781, 5.2948)","(40.9487, -1.4219, 0.0389, 5.2934)","(39.1716, -1.3908, -0.0228, 5.2938)","(37.5753, -1.4312, -0.0419, 5.2948)","(35.4034, -2.3603, -0.0765, 5.2965)","(31.3522, -4.7768, -0.1388, 5.2996)","(24.4977, -5.6868, -0.1741, 5.3083)","(19.1875, -5.1137, -0.1734, 5.3176)","(15.0681, -3.0861, -0.1423, 5.323)"
193,"(190.857333, 196.529667)",783_frame5840.jpg,"(538815.73, 4814027.52)","(538817.5, 4814025.01)","(538819.43, 4814022.3)","(538821.56, 4814019.32)","(538823.77, 4814016.25)","(538825.93, 4814013.25)","(538828.04, 4814010.26)","(538830.14, 4814007.28)","(538832.21, 4814004.31)","(538834.25, 4814001.35)","(538836.26, 4813998.37)","(538838.26, 4813995.34)","(538840.22, 4813992.3)","(538842.05, 4813989.39)","(538843.83, 4813986.56)","(538845.49, 4813983.96)","(538846.72, 4813982.22)","(33.3155, 1.087, -0.1107, 5.3221)","(34.9282, 1.8956, -0.1443, 5.327)","(37.4999, 2.1096, -0.1238, 5.3331)","(39.5475, 1.1178, -0.0411, 5.3363)","(40.1676, 0.0239, 0.0644, 5.3356)","(39.8351, -0.4307, 0.1218, 5.3319)","(39.3877, -0.2429, 0.1404, 5.3274)","(39.1797, -0.1696, 0.1534, 5.3234)","(38.9785, -0.161, 0.2032, 5.3187)","(38.8612, 0.0304, 0.2866, 5.3114)","(38.9746, 0.0496, 0.3446, 5.3008)","(38.7757, -0.5125, 0.3311, 5.2889)","(37.9635, -0.7628, 0.2309, 5.2795)","(36.6228, -1.627, 0.0312, 5.2739)","(33.6867, -4.3015, -0.4527, 5.2764)","(29.5843, -6.0404, -0.8384, 5.306)","(25.9154, -8.4832, -1.232, 5.3276)"
196,"(195.195, 201.534667)",783_frame5990.jpg,"(538800.27, 4813983.91)","(538802.0, 4813984.55)","(538803.69, 4813985.21)","(538805.12, 4813985.83)","(538806.33, 4813986.42)","(538807.41, 4813986.97)","(538808.43, 4813987.46)","(538809.36, 4813987.88)","(538810.23, 4813988.27)","(538811.04, 4813988.67)","(538811.79, 4813989.04)","(538812.51, 4813989.36)","(538813.19, 4813989.61)","(538813.83, 4813989.84)","(538814.48, 4813990.12)","(538815.14, 4813990.48)","(538815.79, 4813990.87)","(18.9276, 0.606, -0.1326, 0.3528)","(19.1385, -0.391, -0.318, 0.3659)","(17.9615, -1.4884, -0.4746, 0.396)","(15.8656, -1.801, -0.4421, 0.4312)","(13.9526, -1.3151, -0.1738, 0.4526)","(12.6364, -0.9533, 0.0905, 0.4515)","(11.6187, -0.7604, 0.1539, 0.4421)","(10.7526, -0.6896, -0.0023, 0.4379)","(10.0109, -0.5531, -0.0992, 0.4392)","(9.3957, -0.4867, -0.0028, 0.4308)","(8.7708, -0.558, 0.2313, 0.4139)","(8.1325, -0.4708, 0.272, 0.4046)","(7.6991, -0.2165, 0.0535, 0.4092)","(7.6198, 0.0846, -0.3091, 0.4242)","(7.8478, 0.2344, -0.4506, 0.4324)","(8.081, 0.1789, -0.4113, 0.4562)","(8.1834, 0.0608, -0.269, 0.4957)"
12,"(0.0, 5.338667)",784_frame110.jpg,"(538812.24, 4814016.27)","(538812.16, 4814016.03)","(538812.08, 4814015.75)","(538811.94, 4814015.29)","(538811.73, 4814014.6)","(538811.42, 4814013.73)","(538810.95, 4814012.67)","(538810.29, 4814011.45)","(538809.37, 4814010.14)","(538808.13, 4814008.83)","(538806.56, 4814007.56)","(538804.75, 4814006.32)","(538802.7, 4814005.06)","(538800.43, 4814003.75)","(538798.21, 4814002.52)","(538796.23, 4814001.48)","(538794.34, 4814000.51)","(2.7887, 0.2171, -0.0219, 4.4113)","(3.5727, 1.3444, -0.0365, 4.4067)","(4.4966, 1.3902, -0.0069, 4.4007)","(6.4799, 1.9078, 0.1219, 4.3881)","(8.9046, 2.0255, 0.3396, 4.3692)","(11.2607, 1.9708, 0.6579, 4.3312)","(13.679, 2.0225, 1.0664, 4.2566)","(16.0728, 1.9552, 1.6019, 4.1575)","(18.3857, 1.8982, 2.0117, 4.0237)","(20.6072, 1.78, 2.0052, 3.8977)","(22.6901, 1.8194, 1.5876, 3.7804)","(24.9529, 1.8035, 1.0531, 3.7186)","(26.7324, 0.99, 0.6959, 3.6805)","(27.1011, -0.4667, 0.5046, 3.6551)","(25.7308, -1.4728, 0.365, 3.6355)","(24.1841, -1.5186, 0.2531, 3.6211)","(23.0644, -0.7226, 0.1727, 3.6159)"
25,"(7.674333, 13.346667)",784_frame350.jpg,"(538809.13, 4813991.39)","(538813.58, 4813993.57)","(538818.34, 4813995.92)","(538823.34, 4813998.41)","(538828.33, 4814000.95)","(538833.25, 4814003.5)","(538838.17, 4814006.07)","(538843.1, 4814008.62)","(538848.03, 4814011.12)","(538853.0, 4814013.61)","(538858.08, 4814016.15)","(538863.26, 4814018.77)","(538868.47, 4814021.42)","(538873.65, 4814024.06)","(538878.87, 4814026.71)","(538883.9, 4814029.25)","(538888.47, 4814031.53)","(53.1094, 1.5395, -0.0317, 0.4566)","(55.5378, 2.3485, -0.0924, 0.4574)","(58.2764, 1.9206, -0.2083, 0.4597)","(59.8524, 0.7098, -0.3455, 0.4654)","(60.142, -0.0788, -0.3377, 0.4744)","(59.908, -0.1722, -0.1316, 0.4816)","(59.8294, -0.0276, 0.176, 0.481)","(59.8013, 0.0392, 0.3084, 0.4727)","(60.0163, 0.3771, 0.2151, 0.4652)","(60.7617, 0.835, 0.0023, 0.4633)","(61.8435, 0.8381, -0.1141, 0.4664)","(62.5903, 0.4472, -0.1164, 0.4693)","(62.9608, 0.1167, -0.044, 0.4709)","(62.7102, -0.6159, 0.0434, 0.4711)","(61.2189, -2.1915, 0.1459, 0.4694)","(57.799, -3.0194, 0.1783, 0.4653)","(55.5824, -3.6422, 0.1978, 0.4603)"
27,"(11.344667, 16.683333)",784_frame450.jpg,"(538803.46, 4813988.61)","(538808.28, 4813991.01)","(538813.12, 4813993.44)","(538818.17, 4813995.99)","(538823.53, 4813998.72)","(538829.02, 4814001.52)","(538834.39, 4814004.27)","(538839.67, 4814006.95)","(538844.92, 4814009.61)","(538850.19, 4814012.24)","(538855.44, 4814014.84)","(538860.76, 4814017.48)","(538866.27, 4814020.22)","(538871.91, 4814023.04)","(538877.32, 4814025.75)","(538882.27, 4814028.22)","(538887.0, 4814030.56)","(58.0996, 0.0781, -0.0616, 0.4627)","(58.674, 0.9308, -0.0966, 0.4635)","(60.2197, 1.8775, -0.1339, 0.466)","(62.857, 2.1993, -0.1338, 0.4693)","(64.9919, 1.1009, -0.0843, 0.4719)","(65.4213, -0.2714, 0.0019, 0.4726)","(64.6533, -0.7983, 0.0839, 0.4717)","(63.8467, -0.4548, 0.1624, 0.4693)","(63.5168, -0.1693, 0.187, 0.4655)","(63.4774, 0.1336, 0.136, 0.4612)","(63.958, 0.8282, 0.0129, 0.4597)","(65.3901, 1.3016, -0.0748, 0.461)","(66.5549, 0.3211, -0.072, 0.4635)","(65.705, -1.8452, 0.0069, 0.4643)","(62.4808, -3.0417, 0.0652, 0.463)","(59.2183, -2.1441, 0.0733, 0.4609)","(57.5234, -0.8763, 0.0589, 0.4597)"
39,"(38.371667, 44.711333)",784_frame1290.jpg,"(538820.64, 4814026.11)","(538821.81, 4814024.32)","(538823.09, 4814022.38)","(538824.43, 4814020.37)","(538825.86, 4814018.28)","(538827.34, 4814016.1)","(538828.86, 4814013.84)","(538830.4, 4814011.49)","(538832.01, 4814009.02)","(538833.75, 4814006.39)","(538835.6, 4814003.62)","(538837.52, 4814000.71)","(538839.51, 4813997.64)","(538841.57, 4813994.44)","(538843.59, 4813991.32)","(538845.54, 4813988.36)","(538847.46, 4813985.44)","(21.3064, 2.1291, 0.0965, 5.2979)","(23.7703, 1.7865, -0.0138, 5.2931)","(25.5071, 1.1868, -0.1377, 5.2976)","(26.7432, 0.924, -0.1318, 5.3067)","(27.8178, 0.8921, 0.0059, 5.3122)","(28.8743, 0.8452, 0.1556, 5.3073)","(29.9186, 0.9476, 0.1664, 5.297)","(31.233, 1.2731, 0.0399, 5.2915)","(32.9717, 1.5747, -0.0664, 5.2938)","(34.9045, 1.5704, -0.0421, 5.2988)","(36.7336, 1.5505, 0.0909, 5.2985)","(38.569, 1.4024, 0.1623, 5.2923)","(39.9059, 0.6997, 0.1045, 5.2858)","(40.1483, -0.326, -0.0455, 5.2849)","(39.2596, -0.9106, -0.1364, 5.2895)","(38.3136, -0.8248, -0.1477, 5.2952)","(37.7591, -0.2565, -0.1083, 5.2977)"
41,"(39.039, 45.378667)",784_frame1310.jpg,"(538818.72, 4814022.88)","(538820.04, 4814020.86)","(538821.44, 4814018.8)","(538822.93, 4814016.74)","(538824.49, 4814014.63)","(538826.06, 4814012.44)","(538827.59, 4814010.17)","(538829.12, 4814007.81)","(538830.67, 4814005.39)","(538832.26, 4814002.91)","(538833.89, 4814000.37)","(538835.58, 4813997.74)","(538837.32, 4813995.02)","(538839.1, 4813992.26)","(538840.87, 4813989.49)","(538842.66, 4813986.7)","(538844.27, 4813984.17)","(24.2994, 1.9854, -0.022, 5.2922)","(26.1773, 1.156, -0.3437, 5.3005)","(27.2195, 0.6619, -0.4268, 5.3242)","(27.8985, 0.5436, -0.1801, 5.3448)","(28.6149, 0.6089, 0.2609, 5.3427)","(29.2999, 0.5516, 0.4903, 5.3203)","(29.9682, 0.5702, 0.4371, 5.2968)","(30.6671, 0.5867, 0.2078, 5.2847)","(31.3914, 0.6299, 0.0534, 5.2815)","(32.2011, 0.7474, -0.013, 5.2818)","(33.1958, 0.8777, -0.0158, 5.2825)","(34.2228, 0.7742, -0.0114, 5.2832)","(34.9892, 0.5002, 0.0033, 5.2834)","(35.4261, 0.2574, 0.0154, 5.2829)","(35.5643, -1.166, 0.0181, 5.2821)","(34.2681, -2.3133, 0.0145, 5.2817)","(33.4187, -3.9333, 0.0084, 5.2814)"
46,"(40.373667, 46.379667)",784_frame1340.jpg,"(538819.58, 4814028.22)","(538820.66, 4814026.55)","(538822.04, 4814024.49)","(538823.55, 4814022.25)","(538825.07, 4814020.03)","(538826.63, 4814017.75)","(538828.24, 4814015.39)","(538829.91, 4814012.93)","(538831.65, 4814010.38)","(538833.44, 4814007.75)","(538835.28, 4814005.05)","(538837.16, 4814002.25)","(538839.1, 4813999.28)","(538841.15, 4813996.04)","(538843.23, 4813992.73)","(538845.18, 4813989.63)","(538846.98, 4813986.79)","(19.5516, 3.0803, -0.2523, 5.2777)","(23.7318, 3.4645, -0.2383, 5.2938)","(27.2266, 2.1363, -0.1673, 5.3047)","(28.9017, 0.859, -0.0857, 5.3093)","(29.5976, 0.4785, -0.0324, 5.3113)","(30.3553, 0.8411, 0.0002, 5.3118)","(31.4852, 0.976, 0.015, 5.3112)","(32.6667, 0.9767, 0.0144, 5.3103)","(33.7834, 0.869, 0.0083, 5.31)","(34.8012, 0.8661, 0.067, 5.3102)","(35.9367, 1.0765, 0.1948, 5.3074)","(37.6037, 1.713, 0.3336, 5.2975)","(39.7273, 1.5856, 0.3344, 5.284)","(41.0016, 0.2908, 0.1932, 5.2746)","(40.2801, -1.3781, -0.0008, 5.2725)","(38.2608, -1.7029, -0.0902, 5.2764)","(36.7909, -1.4848, -0.117, 5.2802)"
92,"(95.762333, 101.101)",784_frame2980.jpg,"(538876.85, 4814040.14)","(538873.52, 4814038.63)","(538870.2, 4814037.14)","(538866.89, 4814035.68)","(538863.56, 4814034.3)","(538860.25, 4814033.06)","(538856.98, 4814032.06)","(538853.75, 4814031.32)","(538850.55, 4814030.83)","(538847.42, 4814030.6)","(538844.35, 4814030.57)","(538841.35, 4814030.71)","(538838.45, 4814031.02)","(538835.65, 4814031.68)","(538832.9, 4814032.87)","(538830.18, 4814034.57)","(538827.66, 4814036.47)","(35.2705, 6.6499, 0.0867, 3.5682)","(36.5087, 4.4296, 0.139, 3.5657)","(39.1995, -0.4667, 0.3336, 3.5598)","(38.916, -0.3094, 0.6993, 3.5479)","(38.3797, -0.5877, 1.2371, 3.5196)","(37.4928, -0.8616, 1.7474, 3.4705)","(36.3934, -0.9174, 2.0723, 3.4037)","(35.3547, -0.8164, 2.1828, 3.3306)","(34.4035, -0.7643, 2.0775, 3.2543)","(33.5376, -0.6636, 1.8296, 3.1825)","(32.7264, -0.7073, 1.6437, 3.1226)","(31.946, -0.5298, 2.128, 3.069)","(31.5621, -0.0193, 3.1583, 2.977)","(32.1004, 0.8952, 4.0097, 2.8226)","(33.2899, 0.7803, 3.781, 2.6525)","(33.494, -0.3418, 2.6901, 2.536)","(33.4962, -1.5076, 1.906, 2.4716)"
101,"(102.435667, 108.775333)",784_frame3210.jpg,"(538809.98, 4813988.81)","(538812.87, 4813990.17)","(538815.63, 4813991.44)","(538818.29, 4813992.6)","(538820.86, 4813993.61)","(538823.34, 4813994.41)","(538825.72, 4813994.91)","(538827.97, 4813995.11)","(538830.19, 4813994.98)","(538832.36, 4813994.54)","(538834.43, 4813993.76)","(538836.45, 4813992.64)","(538838.44, 4813991.15)","(538840.32, 4813989.39)","(538841.98, 4813987.49)","(538843.44, 4813985.52)","(538844.8, 4813983.48)","(35.7573, -1.7331, 0.0081, 0.4396)","(33.7258, -1.5451, 0.2224, 0.4371)","(32.061, -1.3124, 0.5682, 0.4236)","(30.5173, -1.2749, 1.0205, 0.3933)","(28.9431, -1.4099, 1.6024, 0.344)","(27.1502, -1.4956, 2.1436, 0.257)","(25.5043, -1.1491, 2.5477, 0.1497)","(24.4353, -0.6661, 2.7951, 0.0091)","(23.9472, -0.1537, 2.9391, 6.1618)","(24.0457, 0.3099, 3.0241, 6.0028)","(24.68, 0.7895, 2.9991, 5.8564)","(25.8916, 1.0726, 2.8245, 5.7052)","(26.9931, 0.613, 2.5706, 5.5834)","(27.2782, -0.088, 2.2156, 5.4808)","(26.9431, -0.3524, 1.7201, 5.3856)","(26.58, -0.2561, 1.2306, 5.3237)","(26.4367, -0.0134, 0.8022, 5.2996)"
